ensenanza,curso,codmodalidad,modalidad,turno,exp,sexo,codcentro,centro,provincia,localidad,nmatriculado
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000238240,Hombre,50010168,CONDES DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000238777,Hombre,50009543,BENJAMÍN JARNÉS,Zaragoza,Fuentes de Ebro,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000239023,Hombre,44003211,SANTA EMERENCIANA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000239293,Hombre,44005177,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000240215,Hombre,50010168,CONDES DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000240544,Mujer,50011008,RODANAS,Zaragoza,Épila,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000240590,Hombre,44005177,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000240650,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000240692,Mujer,44005177,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000240808,Hombre,50011008,RODANAS,Zaragoza,Épila,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000240895,Mujer,50010144,PABLO SERRANO,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000241026,Mujer,50009543,BENJAMÍN JARNÉS,Zaragoza,Fuentes de Ebro,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000241088,Hombre,50010168,CONDES DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000241148,Hombre,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000241445,Hombre,44003211,SANTA EMERENCIANA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000241640,Hombre,50009543,BENJAMÍN JARNÉS,Zaragoza,Fuentes de Ebro,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000241937,Mujer,50011525,MIGUEL CATALÁN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000242819,Hombre,50009543,BENJAMÍN JARNÉS,Zaragoza,Fuentes de Ebro,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000242929,Mujer,50010144,PABLO SERRANO,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000243243,Mujer,50008125,CORONA DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000244118,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000244182,Mujer,50010144,PABLO SERRANO,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000244281,Mujer,50005793,ÍTACA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000244439,Mujer,50008125,CORONA DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000244735,Mujer,44004550,FERNANDO LÁZARO CARRETER,Teruel,Utrillas,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000244936,Mujer,50007728,SAN VICENTE DE PAÚL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000245076,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000245162,Mujer,50007017,MARÍA AUXILIADORA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000245550,Mujer,50011732,MAR DE ARAGÓN,Zaragoza,Caspe,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000245653,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000245840,Mujer,44005177,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000245942,Mujer,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000246290,Mujer,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000246467,Hombre,50006529,EL BUEN PASTOR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000246648,Mujer,50010168,CONDES DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000246949,Mujer,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247069,Hombre,22004888,BAJO CINCA,Huesca,Fraga,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247300,Hombre,50006529,EL BUEN PASTOR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247305,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247308,Mujer,50006529,EL BUEN PASTOR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247331,Mujer,50007376,LA PURÍSIMA PARA NIÑOS SORDOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247383,Mujer,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247758,Mujer,50008125,CORONA DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247785,Mujer,50007728,SAN VICENTE DE PAÚL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000247877,Mujer,50011525,MIGUEL CATALÁN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000248276,Mujer,50011513,TUBALCAÍN,Zaragoza,Tarazona,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000248284,Hombre,50011513,TUBALCAÍN,Zaragoza,Tarazona,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000248293,Mujer,50011513,TUBALCAÍN,Zaragoza,Tarazona,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000248418,Hombre,50008125,CORONA DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000248641,Hombre,50010533,CABAÑAS,Zaragoza,Almunia de Doña Godina (La),1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000248695,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000249506,Mujer,44005177,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000250287,Mujer,50008125,CORONA DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000250524,Hombre,50011525,MIGUEL CATALÁN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000251008,Mujer,44004550,FERNANDO LÁZARO CARRETER,Teruel,Utrillas,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000251012,Mujer,44004550,FERNANDO LÁZARO CARRETER,Teruel,Utrillas,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20060000251117,Mujer,50011008,RODANAS,Zaragoza,Épila,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000006619,Mujer,50006529,EL BUEN PASTOR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000010040,Hombre,50006529,EL BUEN PASTOR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000252489,Hombre,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000252509,Hombre,22004888,BAJO CINCA,Huesca,Fraga,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000252960,Hombre,50011070,SIGLO XXI,Zaragoza,Pedrola,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000253845,Mujer,50009592,GALLICUM,Zaragoza,Zuera,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000253934,Mujer,44004653,PABLO SERRANO,Teruel,Andorra,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000254288,Hombre,50010168,CONDES DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000254429,Mujer,22002508,RAMÓN Y CAJAL,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000254915,Mujer,44005177,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000255052,Hombre,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000264703,Mujer,50007017,MARÍA AUXILIADORA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000268286,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000268680,Hombre,50011525,MIGUEL CATALÁN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000268900,Hombre,50007376,LA PURÍSIMA PARA NIÑOS SORDOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000270318,Mujer,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000270828,Mujer,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000270924,Mujer,44004550,FERNANDO LÁZARO CARRETER,Teruel,Utrillas,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000270970,Mujer,50007376,LA PURÍSIMA PARA NIÑOS SORDOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000271097,Hombre,44004653,PABLO SERRANO,Teruel,Andorra,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20070000276803,Hombre,50011008,RODANAS,Zaragoza,Épila,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000281980,Mujer,50010168,CONDES DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000286290,Mujer,44003211,SANTA EMERENCIANA,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000302572,Mujer,44004550,FERNANDO LÁZARO CARRETER,Teruel,Utrillas,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000302581,Hombre,50011525,MIGUEL CATALÁN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000310959,Mujer,50010041,PEDRO CERRADA,Zaragoza,Utebo,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000312746,Mujer,50011008,RODANAS,Zaragoza,Épila,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000315329,Mujer,44004550,FERNANDO LÁZARO CARRETER,Teruel,Utrillas,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000319099,Hombre,50011732,MAR DE ARAGÓN,Zaragoza,Caspe,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000319467,Mujer,22004888,BAJO CINCA,Huesca,Fraga,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20080000320703,Hombre,50005793,ÍTACA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20090000322616,Mujer,50011732,MAR DE ARAGÓN,Zaragoza,Caspe,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20090000328697,Hombre,50007017,MARÍA AUXILIADORA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20090000338755,Hombre,50011008,RODANAS,Zaragoza,Épila,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20090000339234,Mujer,50010533,CABAÑAS,Zaragoza,Almunia de Doña Godina (La),1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20090000339467,Hombre,50011513,TUBALCAÍN,Zaragoza,Tarazona,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20090000339771,Mujer,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20090000340687,Hombre,50010144,PABLO SERRANO,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20100000341904,Hombre,50007017,MARÍA AUXILIADORA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20100000343141,Mujer,50007017,MARÍA AUXILIADORA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20100000343331,Mujer,44005177,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20100000359066,Hombre,50007728,SAN VICENTE DE PAÚL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20110000362073,Mujer,50007376,LA PURÍSIMA PARA NIÑOS SORDOS,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20110000362447,Hombre,44004550,FERNANDO LÁZARO CARRETER,Teruel,Utrillas,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20110000362983,Mujer,50011008,RODANAS,Zaragoza,Épila,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20110000363076,Mujer,50007017,MARÍA AUXILIADORA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000375737,Mujer,50010533,CABAÑAS,Zaragoza,Almunia de Doña Godina (La),1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000378821,Hombre,50010168,CONDES DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000379142,Hombre,50011525,MIGUEL CATALÁN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000380799,Hombre,50007728,SAN VICENTE DE PAÚL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000381076,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000381433,Mujer,50009592,GALLICUM,Zaragoza,Zuera,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000381446,Hombre,50011513,TUBALCAÍN,Zaragoza,Tarazona,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000381500,Hombre,44004653,PABLO SERRANO,Teruel,Andorra,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20120000381568,Hombre,50007728,SAN VICENTE DE PAÚL,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20130000394107,Mujer,50005793,ÍTACA,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20130000395724,Mujer,50009592,GALLICUM,Zaragoza,Zuera,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20130000396438,Mujer,50009543,BENJAMÍN JARNÉS,Zaragoza,Fuentes de Ebro,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20130000397040,Mujer,50009592,GALLICUM,Zaragoza,Zuera,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20130000397559,Hombre,50008125,CORONA DE ARAGÓN,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional Básica,1,FPB101,Servicios Administrativos,Diurno,20130000399473,Hombre,50007376,LA PURÍSIMA PARA NIÑOS SORDOS,Zaragoza,Zaragoza,1
